"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","La fuerza de la Mayoria","Claudio","Oyarzún","Cárcamo","Masculino","Partido Por la Democracia","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","La fuerza de la Mayoria","Gloria Patricia","González","Sáez ","Femenino","Partido Por la Democracia","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","La fuerza de la Mayoria","Jorge","Calderón","Núñez","Masculino","Partido Radical Socialdemócrata","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","La fuerza de la Mayoria","Roxana","Pey ","Tumanoff","Femenino","Independiente","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","La fuerza de la Mayoria","René Osvaldo","Alinco","Bustos","Masculino","Independiente","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","La fuerza de la Mayoria","Marisol","Martínez","Sánchez","Femenino","Partido Socialista de Chile","No","","","","27"," - Aysén - Chile Chico - Cisnes - Cochrane - Coyhaique - Guaitecas - Lago Verde - OHiggins - Río Ibáñez - Tortel"
"Diputado(a)","La fuerza de la Mayoria","Francisco Enrique","Alarcón","Navarro","Masculino","Partido Comunista de Chile","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","La fuerza de la Mayoria","Domingo Antonio","Rubilar","Ruíz","Masculino","Partido Por la Democracia","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","La fuerza de la Mayoria","Vladimiro","Mimica ","Cárcamo","Masculino","Independiente","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","La fuerza de la Mayoria","Karim Antonio","Bianchi","Retamales","Masculino","Independiente","No","","","","28"," - Antártica - Cabo de Hornos (Ex - Navarino) - Laguna Blanca - Natales - Porvenir - Primavera - Punta Arenas - Río Verde - San Gregorio - Timaukel - Torres del Paine"
"Diputado(a)","Sumemos","Rafael","Montes","González","Masculino","Amplitud","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Sumemos","Carolina","Vasquez","Espinoza","Femenino","Independiente","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Sumemos","Héctor","Ticuna","Espinoza","Masculino","Amplitud","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Sumemos","Manuel","Sánchez","Loyola","Masculino","Independiente","No","","","","2"," - Alto Hospicio - Camiña - Colchane - Huara - Iquique - Pica - Pozo Almonte"
"Diputado(a)","Sumemos","Sergio Javier","Pizarro","Gómez","Masculino","Independiente","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Paola Andrea","Higueras","Labra","Femenino","Amplitud","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Constantino","Zafiropulos","Bossy","Masculino","Amplitud","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Rodrigo Javier","Borne","Carnarton","Masculino","Ciudadanos","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Sacha Iván","Razmilic","Burgos","Femenino","Ciudadanos","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Harry","Robledo","Cortés","Masculino","Amplitud","No","","","","3"," - Calama - María Elena - Ollagüe - San Pedro de Atacama - Tocopilla - Antofagasta - Mejillones - Sierra Gorda - Taltal"
"Diputado(a)","Sumemos","Yerko","Avalos","Villaroel","Masculino","Amplitud","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Alejando","Tello","Arata","Masculino","Amplitud","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Pedro","Araya","Ávila","Masculino","Amplitud","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Nidia","Milla","Irarrázabal","Femenino","Amplitud","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Pedro Antonio","Castillo","Castillo","Masculino","Amplitud","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Carolina","Torres","González","Femenino","Independiente","No","","","","5"," - Andacollo - La Higuera - La Serena - Paiguano - Vicuña - Coquimbo - Ovalle - Río Hurtado - Canela - Combarbalá - Illapel - Los Vilos - Monte Patria - Punitaqui - Salamanca"
"Diputado(a)","Sumemos","Elizabeth","Armstrong","González","Femenino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Ashly","Venegas","Clobares","Femenino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Donna","Herrera","Barrera","Femenino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Jeanne Katherine","Croocker","Villa","Femenino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Igor","Contreras","Jeria","Masculino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Rodrigo","Silva","Alfaro","Masculino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Manuel Antonio","Cárdenas","Cancino","Masculino","Amplitud","No","","","","6"," - Cabildo - Calera - Hijuelas - La Cruz - La Ligua - Nogales - Papudo - Petorca - Puchuncaví - Quillota - Quintero - Zapallar - Calle Larga - Catemu - LlaiLlay - Los Andes - Panquehue - Putaendo - Rinconada - San Esteban - San Felipe - Santa María - Limache - Olmué - Quilpué - Villa Alemana"
"Diputado(a)","Sumemos","Karen","Pichunante","Canseco","Femenino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Pastora Antonieta","Valderrama","Vasquez","Femenino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Crescencio","López","Pérez ","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Leonardo","Contreras","Neira","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Jaime Roberto","Espinoza","Tobar","Masculino","Amplitud","Sí","proboconsultora.cl","","jaime_espinoza_","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Carlos Horacio","Vio","Vicuña","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Alvaro","Sanhueza","Maripangue","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Rodrigo","Cuevas","Benítez","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Lucas","Blaset","Pérez","Masculino","Amplitud","No","","","","7"," - Isla de Pascua - Juan Fernández - Valparaíso - ConCón - Viña del Mar - Algarrobo - Cartagena - Casablanca - El Quisco - El Tabo - San Antonio - Santo Domingo"
"Diputado(a)","Sumemos","Juan Francisco","Pulgar ","Castillo","Masculino","Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Sumemos","Lilian Tamara","Unda","Escalona","Femenino","Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Sumemos","Mauricio Andrés","Aguilera","Muñoz","Masculino","Ciudadanos","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Sumemos","Carlos Iván","Muñoz","Araya","Masculino","Ciudadanos","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Sumemos","Valeria Beatriz  Fanny","Arancibia","Luco","Femenino","Ciudadanos","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Sumemos","Álvaro Andrés","Arrieta","Leiva","Masculino","Ciudadanos","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Sumemos","Gonzalo Eduardo","Jara ","Espinoza","Masculino","Ciudadanos","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Sumemos","Paola Andrea","Cabezas","Zúñiga","Femenino","Independiente","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Sumemos","Hugo ","Guiñez","Mardones","Masculino","Amplitud","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Sumemos","Rocío ","Guzmán","Magaña","Femenino","Amplitud","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Sumemos","Alejandra ","Flores","De la Vega","Femenino","Amplitud","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Sumemos","María Magdalena","González","Rebolledo","Femenino","Amplitud","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Sumemos","Mauricio","Salgado","Rojas","Masculino","Amplitud","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Sumemos","Miguel Ángel","Pezo","Morales","Masculino","Amplitud","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Sumemos","Claudia Lorena","Subiabre","Mayorga","Femenino","Amplitud","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Sumemos","Erika María","Chávez ","Cona","Femenino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Sumemos","Víctor","Seguel","Henríquez","Masculino","Amplitud","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Sumemos","Edgardo Hugo","Sepúlveda","Hachigur","Masculino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Sumemos","Iván ","Cerda","Zúñiga","Masculino","Amplitud","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Sumemos","Richard","Caifal","Piutrin","Masculino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
